Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Rhyolite Lead Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Lead Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Lead Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Lead Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Lead Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Lead Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Lead Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Lead Ore
appliedenergistics2:facade:0, Cable Facade - Marble Lead Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Lead Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Lead Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Lead Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Lead Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Lead Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Lead Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Lead Ore
appliedenergistics2:facade:0, Cable Facade - Shale Lead Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Lead Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Lead Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Lead Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Lead Ore
appliedenergistics2:facade:0, Cable Facade - Chert Lead Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Copper Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Copper Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Copper Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Copper Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Copper Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Copper Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Copper Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Copper Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Copper Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Copper Ore
appliedenergistics2:facade:0, Cable Facade - Marble Copper Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Copper Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Copper Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Copper Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Copper Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Copper Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Copper Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Copper Ore
appliedenergistics2:facade:0, Cable Facade - Shale Copper Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Copper Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Copper Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Copper Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Copper Ore
appliedenergistics2:facade:0, Cable Facade - Chert Copper Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Silver Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Silver Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Silver Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Silver Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Silver Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Silver Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Silver Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Silver Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Silver Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Silver Ore
appliedenergistics2:facade:0, Cable Facade - Marble Silver Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Silver Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Silver Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Silver Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Silver Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Silver Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Silver Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Silver Ore
appliedenergistics2:facade:0, Cable Facade - Shale Silver Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Silver Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Silver Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Silver Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Silver Ore
appliedenergistics2:facade:0, Cable Facade - Chert Silver Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Marble Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Shale Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Chert Destabilized Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Marble Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Shale Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Chert Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Iron Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Iron Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Iron Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Iron Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Iron Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Iron Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Iron Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Iron Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Iron Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Iron Ore
appliedenergistics2:facade:0, Cable Facade - Marble Iron Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Iron Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Iron Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Iron Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Iron Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Iron Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Iron Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Iron Ore
appliedenergistics2:facade:0, Cable Facade - Shale Iron Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Iron Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Iron Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Iron Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Iron Ore
appliedenergistics2:facade:0, Cable Facade - Chert Iron Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Marble Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Shale Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Chert Tanzanite Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Marble Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Shale Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Chert Platinum Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Marble Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Shale Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Chert Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Coal Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Coal Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Coal Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Marble Coal Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Coal Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Coal Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Coal Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Coal Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Coal Ore
appliedenergistics2:facade:0, Cable Facade - Shale Coal Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Coal Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Coal Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Coal Ore
appliedenergistics2:facade:0, Cable Facade - Chert Coal Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Marble Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Shale Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Chert Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Oil Sand
appliedenergistics2:facade:0, Cable Facade - Black Granite Oil Sand
appliedenergistics2:facade:0, Cable Facade - Rhyolite Oil Sand
appliedenergistics2:facade:0, Cable Facade - Andesite Oil Sand
appliedenergistics2:facade:0, Cable Facade - Gabbro Oil Sand
appliedenergistics2:facade:0, Cable Facade - Basalt Oil Sand
appliedenergistics2:facade:0, Cable Facade - Komatiite Oil Sand
appliedenergistics2:facade:0, Cable Facade - Dacite Oil Sand
appliedenergistics2:facade:0, Cable Facade - Gneiss Oil Sand
appliedenergistics2:facade:0, Cable Facade - Eclogite Oil Sand
appliedenergistics2:facade:0, Cable Facade - Marble Oil Sand
appliedenergistics2:facade:0, Cable Facade - Quartzite Oil Sand
appliedenergistics2:facade:0, Cable Facade - Blue Schist Oil Sand
appliedenergistics2:facade:0, Cable Facade - Green Schist Oil Sand
appliedenergistics2:facade:0, Cable Facade - Soapstone Oil Sand
appliedenergistics2:facade:0, Cable Facade - Migmatite Oil Sand
appliedenergistics2:facade:0, Cable Facade - Limestone Oil Sand
appliedenergistics2:facade:0, Cable Facade - Chalk Oil Sand
appliedenergistics2:facade:0, Cable Facade - Shale Oil Sand
appliedenergistics2:facade:0, Cable Facade - Siltstone Oil Sand
appliedenergistics2:facade:0, Cable Facade - Lignite Block Oil Sand
appliedenergistics2:facade:0, Cable Facade - Dolomite Oil Sand
appliedenergistics2:facade:0, Cable Facade - Greywacke Oil Sand
appliedenergistics2:facade:0, Cable Facade - Chert Oil Sand
appliedenergistics2:facade:0, Cable Facade - Red Granite Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Marble Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Shale Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Chert Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Tin Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Tin Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Tin Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Tin Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Tin Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Tin Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Tin Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Tin Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Tin Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Tin Ore
appliedenergistics2:facade:0, Cable Facade - Marble Tin Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Tin Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Tin Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Tin Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Tin Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Tin Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Tin Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Tin Ore
appliedenergistics2:facade:0, Cable Facade - Shale Tin Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Tin Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Tin Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Tin Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Tin Ore
appliedenergistics2:facade:0, Cable Facade - Chert Tin Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Malachite Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Malachite Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Malachite Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Malachite Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Malachite Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Malachite Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Malachite Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Malachite Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Malachite Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Malachite Ore
appliedenergistics2:facade:0, Cable Facade - Marble Malachite Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Malachite Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Malachite Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Malachite Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Malachite Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Malachite Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Malachite Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Malachite Ore
appliedenergistics2:facade:0, Cable Facade - Shale Malachite Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Malachite Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Malachite Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Malachite Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Malachite Ore
appliedenergistics2:facade:0, Cable Facade - Chert Malachite Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Marble Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Shale Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Chert Mana Infused Ore
appliedenergistics2:facade:0, Cable Facade - Red Granite Ruby Ore
appliedenergistics2:facade:0, Cable Facade - Black Granite Ruby Ore
appliedenergistics2:facade:0, Cable Facade - Rhyolite Ruby Ore
appliedenergistics2:facade:0, Cable Facade - Andesite Ruby Ore
appliedenergistics2:facade:0, Cable Facade - Gabbro Ruby Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Ruby Ore
appliedenergistics2:facade:0, Cable Facade - Komatiite Ruby Ore
appliedenergistics2:facade:0, Cable Facade - Dacite Ruby Ore
appliedenergistics2:facade:0, Cable Facade - Gneiss Ruby Ore
appliedenergistics2:facade:0, Cable Facade - Eclogite Ruby Ore
appliedenergistics2:facade:0, Cable Facade - Marble Ruby Ore
appliedenergistics2:facade:0, Cable Facade - Quartzite Ruby Ore
appliedenergistics2:facade:0, Cable Facade - Blue Schist Ruby Ore
appliedenergistics2:facade:0, Cable Facade - Green Schist Ruby Ore
appliedenergistics2:facade:0, Cable Facade - Soapstone Ruby Ore
appliedenergistics2:facade:0, Cable Facade - Migmatite Ruby Ore
appliedenergistics2:facade:0, Cable Facade - Limestone Ruby Ore
appliedenergistics2:facade:0, Cable Facade - Chalk Ruby Ore
appliedenergistics2:facade:0, Cable Facade - Shale Ruby Ore
appliedenergistics2:facade:0, Cable Facade - Siltstone Ruby Ore
appliedenergistics2:facade:0, Cable Facade - Lignite Block Ruby Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Ruby Ore
appliedenergistics2:facade:0, Cable Facade - Greywacke Ruby Ore
appliedenergistics2:facade:0, Cable Facade - Chert Ruby Ore
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
